participant_id	included_in_participants	task	timepoint	source_session	source_block	source_file	trial_number	partner_code	partner	trait_code	rating_dimension	response	scale_min	scale_max
sub-108	true	trust	post	2	1	stimuli/psychopy/logs/108/sub108_Investment-Ratings-2.csv	4	3	friend	1	likeability	10	0	10
sub-108	true	trust	post	2	1	stimuli/psychopy/logs/108/sub108_Investment-Ratings-2.csv	5	2	stranger	1	likeability	10	0	10
sub-108	true	trust	post	2	1	stimuli/psychopy/logs/108/sub108_Investment-Ratings-2.csv	6	1	computer	1	likeability	5	0	10
sub-108	true	trust	post	2	1	stimuli/psychopy/logs/108/sub108_Investment-Ratings-2.csv	7	3	friend	0	approachability	10	0	10
sub-108	true	trust	post	2	1	stimuli/psychopy/logs/108/sub108_Investment-Ratings-2.csv	8	2	stranger	0	approachability	9	0	10
sub-108	true	trust	post	2	1	stimuli/psychopy/logs/108/sub108_Investment-Ratings-2.csv	9	1	computer	0	approachability	4	0	10
sub-108	true	sharedreward	post	2	1	stimuli/psychopy/logs/108/sub108_SR-Ratings-2.csv	1	3	friend	0	win	5	-5	5
sub-108	true	sharedreward	post	2	1	stimuli/psychopy/logs/108/sub108_SR-Ratings-2.csv	2	2	stranger	0	win	4	-5	5
sub-108	true	sharedreward	post	2	1	stimuli/psychopy/logs/108/sub108_SR-Ratings-2.csv	3	1	computer	0	win	1	-5	5
sub-108	true	sharedreward	post	2	1	stimuli/psychopy/logs/108/sub108_SR-Ratings-2.csv	4	3	friend	1	loss	-5	-5	5
sub-108	true	sharedreward	post	2	1	stimuli/psychopy/logs/108/sub108_SR-Ratings-2.csv	5	2	stranger	1	loss	-3	-5	5
sub-108	true	sharedreward	post	2	1	stimuli/psychopy/logs/108/sub108_SR-Ratings-2.csv	6	1	computer	1	loss	0	-5	5
sub-111	true	ultimatum	pre	1	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-1.csv	1	3	similar	2	fairness	10	0	10
sub-111	true	ultimatum	pre	1	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-1.csv	2	2	dissimilar	2	fairness	9	0	10
sub-111	true	ultimatum	pre	1	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-1.csv	3	1	computer	2	fairness	8	0	10
sub-111	true	ultimatum	pre	1	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-1.csv	4	3	similar	1	likeability	9	0	10
sub-111	true	ultimatum	pre	1	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-1.csv	5	2	dissimilar	1	likeability	8	0	10
sub-111	true	ultimatum	pre	1	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-1.csv	6	1	computer	1	likeability	10	0	10
sub-111	true	ultimatum	post	2	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	1	3	similar	2	fairness	9	0	10
sub-111	true	ultimatum	post	2	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	2	2	dissimilar	2	fairness	9	0	10
sub-111	true	ultimatum	post	2	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	3	1	computer	2	fairness	8	0	10
sub-111	true	ultimatum	post	2	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	4	3	similar	1	likeability	8	0	10
sub-111	true	ultimatum	post	2	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	5	2	dissimilar	1	likeability	9	0	10
sub-111	true	ultimatum	post	2	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	6	1	computer	1	likeability	9	0	10
sub-111	true	ultimatum	post	2	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	7	3	similar	0	anger	5	0	10
sub-111	true	ultimatum	post	2	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	8	2	dissimilar	0	anger	7	0	10
sub-111	true	ultimatum	post	2	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	9	1	computer	0	anger	8	0	10
sub-111	true	ultimatum	post	2	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	10	3	similar	4	satisfaction	7	0	10
sub-111	true	ultimatum	post	2	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	11	2	dissimilar	4	satisfaction	8	0	10
sub-111	true	ultimatum	post	2	1	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	12	1	computer	4	satisfaction	7	0	10
sub-111	true	trust	pre	1	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-1.csv	1	3	friend	2	trustworthiness	10	0	10
sub-111	true	trust	pre	1	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-1.csv	2	2	stranger	2	trustworthiness	5	0	10
sub-111	true	trust	pre	1	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-1.csv	3	1	computer	2	trustworthiness	7	0	10
sub-111	true	trust	pre	1	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-1.csv	4	3	friend	1	likeability	9	0	10
sub-111	true	trust	pre	1	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-1.csv	5	2	stranger	1	likeability	7	0	10
sub-111	true	trust	pre	1	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-1.csv	6	1	computer	1	likeability	7	0	10
sub-111	true	trust	pre	1	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-1.csv	7	3	friend	0	approachability	10	0	10
sub-111	true	trust	pre	1	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-1.csv	8	2	stranger	0	approachability	7	0	10
sub-111	true	trust	pre	1	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-1.csv	9	1	computer	0	approachability	6	0	10
sub-111	true	trust	post	2	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-2.csv	1	3	friend	2	trustworthiness	10	0	10
sub-111	true	trust	post	2	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-2.csv	2	2	stranger	2	trustworthiness	10	0	10
sub-111	true	trust	post	2	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-2.csv	3	1	computer	2	trustworthiness	10	0	10
sub-111	true	trust	post	2	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-2.csv	4	3	friend	1	likeability	10	0	10
sub-111	true	trust	post	2	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-2.csv	5	2	stranger	1	likeability	10	0	10
sub-111	true	trust	post	2	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-2.csv	6	1	computer	1	likeability	9	0	10
sub-111	true	trust	post	2	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-2.csv	7	3	friend	0	approachability	9	0	10
sub-111	true	trust	post	2	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-2.csv	8	2	stranger	0	approachability	9	0	10
sub-111	true	trust	post	2	1	stimuli/psychopy/logs/111/sub111_Investment-Ratings-2.csv	9	1	computer	0	approachability	9	0	10
sub-111	true	sharedreward	post	2	1	stimuli/psychopy/logs/111/sub111_SR-Ratings-2.csv	1	3	friend	0	win	5	-5	5
sub-111	true	sharedreward	post	2	1	stimuli/psychopy/logs/111/sub111_SR-Ratings-2.csv	2	2	stranger	0	win	5	-5	5
sub-111	true	sharedreward	post	2	1	stimuli/psychopy/logs/111/sub111_SR-Ratings-2.csv	3	1	computer	0	win	5	-5	5
sub-111	true	sharedreward	post	2	1	stimuli/psychopy/logs/111/sub111_SR-Ratings-2.csv	4	3	friend	1	loss	5	-5	5
sub-111	true	sharedreward	post	2	1	stimuli/psychopy/logs/111/sub111_SR-Ratings-2.csv	5	2	stranger	1	loss	5	-5	5
sub-111	true	sharedreward	post	2	1	stimuli/psychopy/logs/111/sub111_SR-Ratings-2.csv	6	1	computer	1	loss	0	-5	5
sub-112	true	ultimatum	pre	1	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-1.csv	1	3	similar	2	fairness	7	0	10
sub-112	true	ultimatum	pre	1	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-1.csv	2	2	dissimilar	2	fairness	7	0	10
sub-112	true	ultimatum	pre	1	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-1.csv	3	1	computer	2	fairness	5	0	10
sub-112	true	ultimatum	pre	1	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-1.csv	4	3	similar	1	likeability	5	0	10
sub-112	true	ultimatum	pre	1	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-1.csv	5	2	dissimilar	1	likeability	5	0	10
sub-112	true	ultimatum	pre	1	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-1.csv	6	1	computer	1	likeability	5	0	10
sub-112	true	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	1	3	similar	2	fairness	6	0	10
sub-112	true	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	2	2	dissimilar	2	fairness	7	0	10
sub-112	true	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	3	1	computer	2	fairness	6	0	10
sub-112	true	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	4	3	similar	1	likeability	5	0	10
sub-112	true	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	5	2	dissimilar	1	likeability	6	0	10
sub-112	true	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	6	1	computer	1	likeability	5	0	10
sub-112	true	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	7	3	similar	0	anger	4	0	10
sub-112	true	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	8	2	dissimilar	0	anger	3	0	10
sub-112	true	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	9	1	computer	0	anger	4	0	10
sub-112	true	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	10	3	similar	4	satisfaction	5	0	10
sub-112	true	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	11	2	dissimilar	4	satisfaction	6	0	10
sub-112	true	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	12	1	computer	4	satisfaction	5	0	10
sub-112	true	trust	pre	1	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-1.csv	1	3	friend	2	trustworthiness	10	0	10
sub-112	true	trust	pre	1	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-1.csv	2	2	stranger	2	trustworthiness	7	0	10
sub-112	true	trust	pre	1	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-1.csv	3	1	computer	2	trustworthiness	6	0	10
sub-112	true	trust	pre	1	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-1.csv	4	3	friend	1	likeability	10	0	10
sub-112	true	trust	pre	1	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-1.csv	5	2	stranger	1	likeability	7	0	10
sub-112	true	trust	pre	1	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-1.csv	6	1	computer	1	likeability	5	0	10
sub-112	true	trust	pre	1	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-1.csv	7	3	friend	0	approachability	10	0	10
sub-112	true	trust	pre	1	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-1.csv	8	2	stranger	0	approachability	8	0	10
sub-112	true	trust	pre	1	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-1.csv	9	1	computer	0	approachability	5	0	10
sub-112	true	trust	post	2	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-2.csv	1	3	friend	2	trustworthiness	9	0	10
sub-112	true	trust	post	2	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-2.csv	2	2	stranger	2	trustworthiness	9	0	10
sub-112	true	trust	post	2	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-2.csv	3	1	computer	2	trustworthiness	8	0	10
sub-112	true	trust	post	2	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-2.csv	4	3	friend	1	likeability	9	0	10
sub-112	true	trust	post	2	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-2.csv	5	2	stranger	1	likeability	9	0	10
sub-112	true	trust	post	2	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-2.csv	6	1	computer	1	likeability	7	0	10
sub-112	true	trust	post	2	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-2.csv	7	3	friend	0	approachability	10	0	10
sub-112	true	trust	post	2	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-2.csv	8	2	stranger	0	approachability	9	0	10
sub-112	true	trust	post	2	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-2.csv	9	1	computer	0	approachability	7	0	10
sub-112	true	sharedreward	post	2	1	stimuli/psychopy/logs/112/sub112_SR-Ratings-2.csv	1	3	friend	0	win	5	-5	5
sub-112	true	sharedreward	post	2	1	stimuli/psychopy/logs/112/sub112_SR-Ratings-2.csv	2	2	stranger	0	win	5	-5	5
sub-112	true	sharedreward	post	2	1	stimuli/psychopy/logs/112/sub112_SR-Ratings-2.csv	3	1	computer	0	win	5	-5	5
sub-112	true	sharedreward	post	2	1	stimuli/psychopy/logs/112/sub112_SR-Ratings-2.csv	4	3	friend	1	loss	-5	-5	5
sub-112	true	sharedreward	post	2	1	stimuli/psychopy/logs/112/sub112_SR-Ratings-2.csv	5	2	stranger	1	loss	-5	-5	5
sub-112	true	sharedreward	post	2	1	stimuli/psychopy/logs/112/sub112_SR-Ratings-2.csv	6	1	computer	1	loss	-4	-5	5
sub-113	true	ultimatum	pre	1	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv	1	3	similar	2	fairness	5	0	10
sub-113	true	ultimatum	pre	1	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv	2	2	dissimilar	2	fairness	5	0	10
sub-113	true	ultimatum	pre	1	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv	3	1	computer	2	fairness	5	0	10
sub-113	true	ultimatum	pre	1	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv	4	3	similar	1	likeability	5	0	10
sub-113	true	ultimatum	pre	1	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv	5	2	dissimilar	1	likeability	5	0	10
sub-113	true	ultimatum	pre	1	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv	6	1	computer	1	likeability	5	0	10
sub-113	true	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	1	3	similar	2	fairness	5	0	10
sub-113	true	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	2	2	dissimilar	2	fairness	5	0	10
sub-113	true	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	3	1	computer	2	fairness	5	0	10
sub-113	true	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	4	3	similar	1	likeability	5	0	10
sub-113	true	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	5	2	dissimilar	1	likeability	5	0	10
sub-113	true	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	6	1	computer	1	likeability	5	0	10
sub-113	true	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	7	3	similar	0	anger	0	0	10
sub-113	true	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	8	2	dissimilar	0	anger	0	0	10
sub-113	true	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	9	1	computer	0	anger	0	0	10
sub-113	true	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	10	3	similar	4	satisfaction	7	0	10
sub-113	true	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	11	2	dissimilar	4	satisfaction	5	0	10
sub-113	true	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	12	1	computer	4	satisfaction	7	0	10
sub-113	true	trust	pre	1	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-1.csv	1	3	friend	2	trustworthiness	10	0	10
sub-113	true	trust	pre	1	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-1.csv	2	2	stranger	2	trustworthiness	5	0	10
sub-113	true	trust	pre	1	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-1.csv	3	1	computer	2	trustworthiness	5	0	10
sub-113	true	trust	pre	1	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-1.csv	4	3	friend	1	likeability	10	0	10
sub-113	true	trust	pre	1	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-1.csv	5	2	stranger	1	likeability	8	0	10
sub-113	true	trust	pre	1	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-1.csv	6	1	computer	1	likeability	5	0	10
sub-113	true	trust	pre	1	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-1.csv	7	3	friend	0	approachability	10	0	10
sub-113	true	trust	pre	1	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-1.csv	8	2	stranger	0	approachability	7	0	10
sub-113	true	trust	pre	1	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-1.csv	9	1	computer	0	approachability	5	0	10
sub-113	true	trust	post	2	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-2.csv	1	3	friend	2	trustworthiness	9	0	10
sub-113	true	trust	post	2	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-2.csv	2	2	stranger	2	trustworthiness	8	0	10
sub-113	true	trust	post	2	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-2.csv	3	1	computer	2	trustworthiness	5	0	10
sub-113	true	trust	post	2	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-2.csv	4	3	friend	1	likeability	10	0	10
sub-113	true	trust	post	2	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-2.csv	5	2	stranger	1	likeability	9	0	10
sub-113	true	trust	post	2	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-2.csv	6	1	computer	1	likeability	5	0	10
sub-113	true	trust	post	2	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-2.csv	7	3	friend	0	approachability	10	0	10
sub-113	true	trust	post	2	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-2.csv	8	2	stranger	0	approachability	9	0	10
sub-113	true	trust	post	2	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-2.csv	9	1	computer	0	approachability	5	0	10
sub-113	true	sharedreward	post	2	1	stimuli/psychopy/logs/113/sub113_SR-Ratings-2.csv	1	3	friend	0	win	5	-5	5
sub-113	true	sharedreward	post	2	1	stimuli/psychopy/logs/113/sub113_SR-Ratings-2.csv	2	2	stranger	0	win	5	-5	5
sub-113	true	sharedreward	post	2	1	stimuli/psychopy/logs/113/sub113_SR-Ratings-2.csv	3	1	computer	0	win	5	-5	5
sub-113	true	sharedreward	post	2	1	stimuli/psychopy/logs/113/sub113_SR-Ratings-2.csv	4	3	friend	1	loss	-5	-5	5
sub-113	true	sharedreward	post	2	1	stimuli/psychopy/logs/113/sub113_SR-Ratings-2.csv	5	2	stranger	1	loss	-5	-5	5
sub-113	true	sharedreward	post	2	1	stimuli/psychopy/logs/113/sub113_SR-Ratings-2.csv	6	1	computer	1	loss	-2	-5	5
sub-114	false	ultimatum	pre	1	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-1.csv	1	3	similar	2	fairness	5	0	10
sub-114	false	ultimatum	pre	1	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-1.csv	2	2	dissimilar	2	fairness	5	0	10
sub-114	false	ultimatum	pre	1	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-1.csv	3	1	computer	2	fairness	6	0	10
sub-114	false	ultimatum	pre	1	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-1.csv	4	3	similar	1	likeability	5	0	10
sub-114	false	ultimatum	pre	1	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-1.csv	5	2	dissimilar	1	likeability	5	0	10
sub-114	false	ultimatum	pre	1	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-1.csv	6	1	computer	1	likeability	5	0	10
sub-114	false	ultimatum	post	2	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	1	3	similar	2	fairness	7	0	10
sub-114	false	ultimatum	post	2	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	2	2	dissimilar	2	fairness	3	0	10
sub-114	false	ultimatum	post	2	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	3	1	computer	2	fairness	6	0	10
sub-114	false	ultimatum	post	2	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	4	3	similar	1	likeability	6	0	10
sub-114	false	ultimatum	post	2	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	5	2	dissimilar	1	likeability	4	0	10
sub-114	false	ultimatum	post	2	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	6	1	computer	1	likeability	5	0	10
sub-114	false	ultimatum	post	2	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	7	3	similar	0	anger	4	0	10
sub-114	false	ultimatum	post	2	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	8	2	dissimilar	0	anger	3	0	10
sub-114	false	ultimatum	post	2	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	9	1	computer	0	anger	5	0	10
sub-114	false	ultimatum	post	2	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	10	3	similar	4	satisfaction	4	0	10
sub-114	false	ultimatum	post	2	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	11	2	dissimilar	4	satisfaction	3	0	10
sub-114	false	ultimatum	post	2	1	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	12	1	computer	4	satisfaction	6	0	10
sub-114	false	trust	pre	1	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-1.csv	1	3	friend	2	trustworthiness	10	0	10
sub-114	false	trust	pre	1	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-1.csv	2	2	stranger	2	trustworthiness	5	0	10
sub-114	false	trust	pre	1	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-1.csv	3	1	computer	2	trustworthiness	5	0	10
sub-114	false	trust	pre	1	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-1.csv	4	3	friend	1	likeability	9	0	10
sub-114	false	trust	pre	1	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-1.csv	5	2	stranger	1	likeability	8	0	10
sub-114	false	trust	pre	1	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-1.csv	6	1	computer	1	likeability	5	0	10
sub-114	false	trust	pre	1	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-1.csv	7	3	friend	0	approachability	9	0	10
sub-114	false	trust	pre	1	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-1.csv	8	2	stranger	0	approachability	6	0	10
sub-114	false	trust	pre	1	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-1.csv	9	1	computer	0	approachability	5	0	10
sub-114	false	trust	post	2	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-2.csv	1	3	friend	2	trustworthiness	9	0	10
sub-114	false	trust	post	2	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-2.csv	2	2	stranger	2	trustworthiness	7	0	10
sub-114	false	trust	post	2	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-2.csv	3	1	computer	2	trustworthiness	5	0	10
sub-114	false	trust	post	2	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-2.csv	4	3	friend	1	likeability	10	0	10
sub-114	false	trust	post	2	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-2.csv	5	2	stranger	1	likeability	8	0	10
sub-114	false	trust	post	2	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-2.csv	6	1	computer	1	likeability	5	0	10
sub-114	false	trust	post	2	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-2.csv	7	3	friend	0	approachability	10	0	10
sub-114	false	trust	post	2	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-2.csv	8	2	stranger	0	approachability	8	0	10
sub-114	false	trust	post	2	1	stimuli/psychopy/logs/114/sub114_Investment-Ratings-2.csv	9	1	computer	0	approachability	5	0	10
sub-114	false	sharedreward	post	2	1	stimuli/psychopy/logs/114/sub114_SR-Ratings-2.csv	1	3	friend	0	win	3	-5	5
sub-114	false	sharedreward	post	2	1	stimuli/psychopy/logs/114/sub114_SR-Ratings-2.csv	2	2	stranger	0	win	4	-5	5
sub-114	false	sharedreward	post	2	1	stimuli/psychopy/logs/114/sub114_SR-Ratings-2.csv	3	1	computer	0	win	0	-5	5
sub-114	false	sharedreward	post	2	1	stimuli/psychopy/logs/114/sub114_SR-Ratings-2.csv	4	3	friend	1	loss	1	-5	5
sub-114	false	sharedreward	post	2	1	stimuli/psychopy/logs/114/sub114_SR-Ratings-2.csv	5	2	stranger	1	loss	1	-5	5
sub-114	false	sharedreward	post	2	1	stimuli/psychopy/logs/114/sub114_SR-Ratings-2.csv	6	1	computer	1	loss	0	-5	5
